movieId,keywords
118948,detective
175245,
128241,"revenge, heist, theft"
43727,"suicide, prostitute, sex, infidelity, nudity, independent film, hitchhiker, orphan, teenager, violence, drug, experience"
146238,"gambling, casino, gambling debts, dirty cop, puerto rico"
77776,
138202,woman director
128081,
167032,"wheelchair, horror, killer doll, escape, doll, toy comes to life, chucky"
128089,
126560,turkish
3149,"mexico, frankenstein, jesse james, mad scientist, campy, frankenstein's monster"
81435,
97397,
4479,"falsely accused, based on novel, french revolution, motherly love, tv movie, 18th century"
113364,"military base, imperialism"
90645,"soccer, soccer fan"
106747,"mexico, white house, nuclear missile, machete, outer space"
99279,"psychology, manipulation, fraud, sociopath, con artist, good vs evil, corporate greed"
85889,"scotland, cop, english, bipolar, bipolar disorder"
91745,"shakespeare, teenager, middle ages, family feud, star crossed lovers, teenage romance, verona italy, shakespeare's romeo and juliet"
169642,woman director
8935,"parking, 停車, ting che"
115210,"slapstick, teen angst, slaughter, dark comedy, supernatural being, killer clown, revenge killing"
107846,"prison, muslim, ship, mystery, science fiction, escape, crime, prison escape, cia agent"
139651,biography
81708,
173495,
3160,"monster, radiation, octopus, frankenstein, giant monster, scientist, kaiju, frankenstein's monster, baragon"
120771,"nun, summer camp, gore, b movie, spoof, slasher, catholicism"
160118,"car accident, mother figure, oedipus complex, romanian new wave"
73099,
153196,
87302,"female nudity, outlaw, alien invasion, body possession"
152747,"yacht, sailor, storm at sea, unconsciousness, life raft, container, emergency, distress, very little dialogue"
36247,"monster, time travel, mothra, sequel, giant monster, tokyo japan, dragon, creature, moth, giant insect, creature feature, miniature people, giant moth, shobijin, ghidora"
78235,
88274,
56949,
4519,"painter, male friendship, botanist"
83059,
128129,"london england, history"
91325,
172803,"hurricane, infant, natural disaster, father, hurricane katrina"
44900,
159151,"rolling stones, recording studio, blues music, session musicians, allman brothers, wilson pickett, lynard skynard"
124581,
173433,
53318,
93498,pro wrestling
4146,bank robbery
85312,
159988,
97971,
101299,"competition, based on novel, mentor, secret, factory, television, propaganda, future, dystopia, alliance, games, president, uprising, sequel, murder, survival, conspiracy, rebellion, blood, female protagonist, tournament, explosion, danger, imax, winner, based on young adult novel"
153820,
129405,
51402,
171861,"future, aviation"
4578,"male nudity, hustler, punter, family secrets, independent film, illegal prostitution, penis, unemployment"
41602,
124517,"coming of age, avant-garde, experimental"
3030,"pastor, alien"
31035,hoodlum
31297,
162850,
137174,"texas, border patrol, girlfriend, cannabis, border guard, racism, teenager, hispanic"
42732,"female nudity, prostitute, rape, exploitation, murder, sexploitation, independent film, janitor, lesbian, grindhouse, surprise ending, exploitation film, woman director"
86829,"folk music, performance, aspiring singer, new york city, recording, merchant marine, 1960s"
106646,"corruption, sex, sexuality, bank, humor, biography, wall street, marriage crisis, rise and fall, stockbroker, drug, stock broker"
2072,"robbery, computer virus, computer war, ex-cop, lethal virus, killer, hoodlum"
4839,"israel, midlife crisis, lover, love, extramarital affair, woman director"
134372,
155096,"venice, france, rape, stalking, pregnancy"
152737,"suicide, drug addiction, funeral, dysfunctional family, based on play or musical, midwest, southern, bleak comedy, mental disorders"
136850,"lesbian, woman director, murder plot"
134366,"halloween, insane asylum, dormitory, supernatural, insanity, sequel, murder, ouija board, haunting, spirit, paranormal investigation, mental asylum, fake documentary, ghost, found footage, mental hospital"
158916,"new mexico, love, revenge, murder, religious fanatic"
41831,"canada, bear, woman director, overalls"
89883,
168672,"con artist, scam, mobster, fbi agent"
152601,"artificial intelligence, computer, love, loneliness, transhumanism, heartbreak, near future, singularity, bittersweet"
163392,"independent film, new york city, pregnant animal"
86817,
107916,
172897,woman director
26131,
43967,
146712,"holiday, christmas"
115023,
87392,"africa, woman director, angola"
5546,"earthquake, dystopia, escape"
107978,
8985,"bureaucracy, europe, immigration, compilation, environmental, essay, woman director, european union, short"
40955,lsd
54272,"new year's eve, samurai, sword, sequel, zatoichi"
167502,
164123,
110548,"detective, hiding, accused of murder, snooping"
54274,"corruption, samurai, sequel, zatoichi"
160706,woman director
116853,based on true events
140447,woman director
87516,"imprisonment, remake of korean film"
25866,
54276,"samurai, sequel, zatoichi"
84192,woman director
172499,
82362,"giallo, nonlinear timeline"
70490,
110415,"father son relationship, child labour, brothel, winter, allegory, bridge, post-apocalyptic, dystopia, hijacking of train, based on comic, dam, rifle, pregnant, train, violence, based on graphic novel, guilt, revolt, duplicity, tunnel, social class, population control, perpetual winter, city ruin"
69278,"gun, supermarket, knife, neighbor, epidemic, apartment building, mass extinction"
40342,"television, demon, apartment building"
166271,"haunted house, house, afterlife, possession, serial killer, duct tape, time loop, teenager, trapped, laundry, ghost, duct tape gag, trapped soul"
42213,"old flame, stakeout, private detective, volkswagen beetle"
158990,
154226,"diving, sport"
118778,
5995,"sweden, new love"
130233,
130694,
176085,"holiday, independent film, christmas time, feelbad"
27584,"university, drug, young, aftercreditsstinger"
149725,"women's prison, jail"
128151,woman director
84283,
69406,
58061,
115283,
159024,
84152,
152603,"vampire, night, musician, love, blood, contamination"
76127,"vegetarian, healthy, vegan, woman director"
54229,
158232,woman director
107445,
124623,"voice over, voice acting"
39516,
126963,"bingo, based on tv series, dragon, battle, gods, anime"
153158,soccer
95504,
170399,woman director
173467,
4949,"rape, hostage, prosecution, beating, escape, fortress"
27093,"brother brother relationship, loss of brother, hiv"
152206,"tampon, seven deadly sins, national lampoon series"
168806,"biography, single mother, jazz singer, nightclub singer"
75404,
159002,"painter, artist, art, elderly"
140174,"san francisco, alcatraz, zombie, vaccine"
164278,rabbit
126749,"mathematics, thriller, p=np"
168530,"police operation, police officer, brother-in-law brother-in-law relationship, duringcreditsstinger, black men"
81867,
157350,"based on novel, dystopia, youth, dystopic future, caste system, divergent, based on young adult novel"
2442,"sex, handcuffs, bar, seattle, bomber, bomb constructor, police operation, video surveillance, shopping mall, exploding building, independent film, hospital, cigarette smoking, terrorism, exploding car, bombing, swat team, bomb planting, childbirth, bomb squad, die hard scenario, elevator, human bomb, manhunt"
101352,
55922,"hospital, medical, doctor, canuxploitation"
84178,"friends, remote island, woman director"
33998,french movies
72872,sport
78308,
114638,"liar, screwball, marly horse"
174671,"house on fire, woman director, death of parents"
126783,spanish civil war
173465,
69746,"gay, romance, in the closet, family"
114888,"horseback riding, business man, ocean liner, engagement, screwball comedy, contessa"
7269,"places and planets, destroy, children"
137968,"surfing, sport"
173185,
107430,"werewolf, teenager"
72013,
130150,"escaped convict, depressed mom"
136437,"musician, gay relationship, lgbt"
2180,"kaffeehaus, mother, midlife crisis, nightclub, liquor, disappointment, dancing scene, ex husband, partnership, mother daughter relationship, wedding, falling in love, divorce"
157841,"train, cartographer"
59118,"prison, serial killer, police officer, prison escape, handgun"
54278,"samurai, yakuza, sequel, jail, zatoichi"
26947,"monster, boy, turtle, sequel, spaceship, alien, giant monster, girl, kaiju, gamera, cannibalism, giant turtle"
104211,time traveler
136582,
97794,"villain, psychological horror, driving lesson, road movie"
2594,"paris, world war ii, jew persecution, escape agent, escape, 1940s, occupied france"
87358,
4883,"hotel, desert"
144336,"drug cartel, dea"
33801,possession
122435,
143049,"sex-shop, poetry, young adult, college graduate, hero worship, college debt"
99367,
71203,
117426,
31445,"nurse, seduction, radio program, ghost"
157847,"child abuse, prostitute, bar, brothel, snake, rain, pedophilia, bridge, beer, police, wine, fellatio, truck, woods, murder, dogfight, cigar smoking, underage drinking, teenager, facial scar, alcoholic, ex-con, cigarette lighter, grocery store, shot, search for dog, trees, dirt road, assaulting an officer, gallon of water"
133441,"himalaya, climbing, k2, mountaineering, karakoram"
98162,"france, painter, painting, worlds collide, class struggle"
103875,
102862,
33817,"based on novel, restaurant, colombia, love, murder, priest, redemption, massacre, killer, tragic event, housekeeper, parallel story"
137646,woman director
4494,
172913,prohibition
158908,"runaway, neglect, coming of age, working class, brooklyn new york city, kids on their own"
157336,"saving the world, artificial intelligence, father son relationship, single parent, nasa, expedition, wormhole, space travel, famine, black hole, dystopia, race against time, quantum mechanics, spaceship, space, rescue, family relationships, farmhouse, robot, astronaut, scientist, father daughter relationship, single father, farmer, space station, imax, astrophysics, zero gravity, courage, time paradox, relativity"
67657,
153652,child molester
32930,"comedian, politics, stand-up comedy, observational comedy, live comedy, comedy"
158914,"pornography, biography"
159095,"psychopath, stalker, fear, sadist, stranger"
79073,"answering machine, mystery"
87587,pregnancy
47626,
175291,"suspense, mumblegore"
121015,
121113,musical
148044,
3162,"female nudity, vietnam veteran, monster, experiment, nudity, laboratory, independent film, blaxploitation, scientist, disembowelment, reference to frankenstein, lightning stom, frankenstein's monster"
82703,"father son relationship, egypt, intelligence, adoption, time travel, boy, child prodigy, friendship, growing up, children, talking animal, talking dog, dog, first love, ancient egypt, time traveler, duringcreditsstinger, new school, george washington, gags, trouble, time paradox, prodigy"
159464,"aids, methamphetamine, gay sex"
144728,
144724,
115821,
134350,"japan, samurai, fight, yakuza, gang war, gore, blood, filmmaker, violence, drug, filmmaking, madness, babes, guns, blades"
116760,"musical, campy, vanity project"
31950,"revenge, murder, family, retribution"
4111,"yacht, great depression, scuffle, showgirls, follies, sugar daddy, best friends, romantic rival, pretensiousness, loving father, greta garbo impression"
109891,"scandal, wedding"
114172,
128113,
119685,"alien, animation, science fiction"
4112,gangster
112731,"prison, musician, celebrity, outlaw, music business, fugitive"
1732,"kidnapping, kingdom, heir to the throne, sword fight, royalty, identity swap"
49396,
5494,"swordplay, hero, sword, dragon"
99119,
95752,
155084,
145220,"musical, the muppets"
117905,slasher
51486,woman director
138222,
174675,"cyborg, dystopia"
170689,"spy, russian"
96769,"pilgrimage, ventriloquist, ventriloquist dummy, woman director"
95177,"suspense, independent film, woman director"
131916,
48591,"royalty, wealth, over the top"
88237,
26831,"rock and roll, 1950s"
47956,
166621,"musical, reporter"
25951,"gun, punk, revenge, surrealism"
113743,"musical, ancient rome"
139799,"cinderella, ball, prince, duke, musical"
123961,
112083,"heiress, vaudeville, burlesque, chorus girl, theatrical troupe"
130398,"show business, broadway"
89584,"arena, sultan, prophet, istanbul turkey, byzantium, conquest"
168742,
159403,"japanese, samurai, siege, ninja, samurai era"
137475,"sequel, christmas"
119593,"governor, district attorney"
120837,"spy, world war i, based on play or musical"
152599,"new york, corruption, sister sister relationship, magic, immigrant, nudity, nightmare, ship, quarantine, love, murder, money, escape, doctor, prostitution, poland, illness"
82529,"refugee, ideology, racism, combat, hate, neo nazi, neo nazism"
94478,
139519,
105945,"military weapons, warbird, insurgent, army national guard, shrapnel, war souvenir, 1940s"
128237,lesbian relationship
54281,"yakuza, sword, sequel, zatoichi"
127585,"1970s, mutant, time travel, marvel comic, based on comic, superhuman, storm, beast, aftercreditsstinger, changing the past or future"
124905,"monster, godzilla, remake, giant monster, gojira, kaiju, global threat, animal horror"
90617,
4269,strike
54284,"samurai, sword, sequel, zatoichi"
94752,spy
1840,"detective, gold, planned murder, victim of murder, philip marlowe, film noir"
89670,"mythology, nordic mythology, finnish, legend, suspense, thriller, rural setting"
158936,"male nudity, gay bar, audition, jock strap"
138544,
158864,
171795,
173151,
56171,"alligator, giant snake, water monster, woman director"
75950,musical
169864,"competition, north carolina, documentary, kids, sport competition"
147726,cuba
65603,"native american reservation, vampire bat, animal attack, rabies, spiritualism"
5421,"female nudity, father son relationship, monster, ax, sadism, murder, priest, independent film, gore, serial killer, decapitation, blood, cannibal, death, axe murder, self mutilation, psycho killer, disfigurement, psycho, video nasty"
5157,"male nudity, female nudity, sex, nudity, blow job, striptease, satire, pubic hair, lesbian, vagina, lesbian sex, feet, softcore, penis, explicit sex, older woman younger man relationship, employer employee sex, voyeur, erotic movie, nude dance"
64923,"based on novel, musical"
42886,"hotel, musical, movie star, military academy"
136786,
163376,
4926,"money delivery, ransom, kidnapping, self-defense, mad bomber, film noir"
140870,"picnic, ant, animation, fictional war, nature, ladybug, woman director"
104556,"train, screwball"
50379,"small town, college, sport, basketball, coach"
157851,"male nudity, sex, menage a trois, wedding ring, blood, hollywood, burning body, ghost, child murder, sitting on a toilet, reference to google, aspiring actor, sattire"
1731,"depression, woman director"
78463,
84796,"mental breakdown, mental institution, mental illness, actress"
87368,woman director
119575,coma
172475,spy
164379,
26480,"martial arts, vampire, dracula, vampire hunter, hammer horror"
77444,"impotence, crucifixion, light, snow, scalping, violence, death of mother, nosebleed, supernatural horror, snowmobile, forcefield"
139575,
159137,woman director
140783,
151431,unicorn
66762,"revenge, school, student, psychic"
70706,woman director
64976,"snake, camping, wolf, bird, wilderness, ozone layer, bear, dog, vulture, hawk, animal attack, rat, mountain lion"
80653,"fire, zoo, pollution, attack, drug, animal, animal attack, pcp, animals gone wild"
88061,"prison, women's prison"
114838,"based on play or musical, virginia military institute"
88059,
119450,"leader, colony, post-apocalyptic, dystopia, forest, sequel, woods, ape, scientist, monkey, medical research, animal attack, plague, 3d"
123109,"suicide, male nudity, female nudity, shotgun, restaurant, nudity, motel, highway, police, psychopath, murder, travel, gore, serial killer, gang, blood, slasher, torture, crash, extreme violence, violence, country, trailer, wrecking yard, kiddnapping, tracking device, person in car trunk"
169298,"corruption, kidnapping, drug"
128437,"romance, betrayal, grudge"
101281,
80264,military school
84801,"skateboarding, sex, beach, party, independent film, summer, teenager, teensploitation"
168426,woman director
121135,
85788,
79553,"war, battle, korean war"
89551,"horse, australia, christmas"
118340,"marvel comic, spaceship, space, outer space, orphan, adventurer, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe"
145668,
79773,
157849,"terror, muslim, intelligence, immigrant, torture, surveillance, security"
87966,"jules verne, based on novel, snake, lava, volcano, spider, comet, lizard, dinosaur, duel, stock footage, prehistoric man"
114577,
34469,"roman empire, ancient rome, biography, history"
44752,
136616,woman director
162372,
108003,africa
26566,"father son relationship, kidnapping, undercover agent, biker, cop, father son conflict"
60106,
60316,
169760,"biography, woman director"
161056,
116495,film maker
7983,"spain, jealousy, rejection, woman director, 20th century"
157845,"brother brother relationship, small town, hostage, motel, dystopia, australia, rifle, money, car accident, theft, dog, car chase, desert, neo-western, midget"
4992,"sea, repayment, shark attack, musical, gold rush, treasure hunt, rivalry, shark"
44155,
61991,
161602,bulldog drummond
98566,"martial arts, terrorist, hero, mutation, van, turtle, vigilante, superhero, based on comic, ninja, new york city, sewer, reboot, science experiment, 3d"
112999,
143295,
5800,female nudity
57868,"southern usa, based on novel, slavery, plantation, interracial relationship, racism"
108010,"college, uncle, singer"
85547,
112087,
189,"detective, dystopia, dominatrix, murder, suspense, twins, based on graphic novel, dark horse comics, neo-noir, 3d"
157823,"woman director, activist"
176069,woman director
44022,"explosive, mexican revolution, train"
41810,"seduction, b movie, hitchhiker"
56702,"undertaker, motorcycle"
83310,
25747,
124470,"bigfoot, creature, found footage"
39398,
64522,
47571,charlie chan
2692,"patriotism, german democratic republic, socialism, pop star, civil rights activist, war on freedom, tour, marxism, music, concert, trade union, music festival, revolt, emigrant"
126172,"prequel, leprechaun"
147106,"oklahoma, father, oil"
47860,
154400,"robbery, bar, winter, blackmail, hitman, bartender, crime boss, organized crime, mobster, pitbull, church, catholic, brooklyn new york city, ex-con, super bowl, abandoned puppy"
98116,"egypt, immigration, expedition, mummy, curse, archaeologist, tomb"
169314,"gun, grave, nightmare, tape, hell, surrealism, evil spirit, gore, serial murder, violence, demon"
3171,forest
27740,"vampire, new england"
2965,
32109,"spy, villain, undercover agent, british, farce, espionage, carry on, spoof, britain, female spy, agent, secret service, top secret"
166643,"submarine, shanghai, navy"
171061,
109565,monastery
26750,"terror, usa president, form of government, presidential election, global warming, government, president, conspiracy, conspiracy theory, small community"
2195,"usa, puberty, love of one's life, bavaria, au pair, female friendship, daughter, birthday party, vw-bus, teenage crush, alcohol abuse"
8948,book
84857,
117464,
42553,
54561,"revenge, justice, accountant, unassuming, freemasonry"
69559,"surreal, surrealism, animation, adult animation, animated short, short, traditional animation"
157825,"sex, based on novel, mystery, disappearance, missing person, teenage sexuality"
170687,"based on novel, stop motion, father daughter relationship, unlikely friendship, duringcreditsstinger"
27212,"spy, gangster, police inspector"
84540,"navy, blonde, sailor"
140481,"upper class, usa, billionaire, economics, inequality, park avenue, poor, wealth differences"
58509,
140513,
86493,"sex, nudity, cult, adult humor"
26730,"cartoon, children, classic"
26615,"martial arts, kung fu"
98069,
1285,detective
83613,"male nudity, female nudity, small town, nudity, laser, supernatural, murder, independent film, undead, diner, decapitation, zombie, motorcycle gang, ghost, bikers, biker gang"
169250,"secret organization, writer, rich poor, rat"
109364,
107928,
73818,"ransom, gun, forest, cell phone, jobless, rich"
47525,
153532,
8063,"russia, airship, disaster, dirigible, rescue operation"
53187,"dracula, b movie"
125607,
26111,sweden
157829,"new york, couple, loss of a child"
256,"individual, paris, record store, adolescence, lovesickness, parent child relationship, place de clichy, concert"
33389,charlie chan
147923,woman director
156597,"musical, masked killer, slasher"
33393,charlie chan
47455,
117869,
161426,"short, cinema of transgression"
2813,"father murder, giftmord, syphillis, petty bourgeois, illegal prostitution"
54445,"swat team, detroit michigan"
3937,
129943,
129945,
36523,"alternate dimension, scientist, magical object, cartoon cat, damsel in distress, evil ruler"
169066,"new york, kidnapping, cold war, secret agent, scientist, psychiatrist"
81424,
173491,woman director
27805,"stuntman, rock band, daredevil"
84944,"vampire, reindeer, shaman"
3576,"nurse, doctor, mental illness, crime wave, dr. gillespie"
103081,
141950,
27310,sequel
55069,"drug dealer, adventure, friends"
151933,"forced labour, supernatural, revenge, lucifer, death"
101307,"revenge, government cover-up, government conspiracy, nerve gas"
138754,
166560,"musical, troupe"
25752,"suicide, coma, machete, sequel, woman director"
25751,"pregnant minor, children"
25753,"paranoia, nudity, sequel, explosion, corn, dead, tomahawk"
4956,"lieutenant, vienna austria, opera singer, turn of the century"
71114,
158426,"murder, car accident, desert"
65612,
53406,"black and white, silent film"
154188,
80680,blaxploitation
63069,"holiday, nurse, train station, hotel, beach, romance, brighton, hospital, pier, seaside, sleeping on the beach"
53853,"spy, sleigh, candlestick"
112501,hidden treasure
77951,"dinosaur, 3d"
59838,"psychologist, critic"
2089,"miami, parachuting, independent film, drug, fbi agent"
125257,
156317,operation
148326,
107682,
85910,"rolling stones, concert"
112735,black lgbt
96239,"philippines, pinoy"
79723,zombie
2516,"england, loss of mother, brother sister relationship, con man"
99258,"orphanage, orphan, silent film"
108852,"autograph, teenage girl, boyfriend girlfriend relationship"
27105,"apache, captive"
130474,"biography, ireland"
84111,"high school, first love, high school sweetheart"
103972,woman director
98344,
42734,"professor, boy, absent mindedness"
59159,
58760,"england, world war ii, nazis, stop motion"
81347,
140222,"vietnam war, u.s. soldier, anti war, awol, win girl back"
77412,"nostalgia, loss, love, preacher, opera star, recollection"
33001,"ladies' man, railroad"
147441,"moses, bible, ancient egypt, 3d, ramses"
60479,world champion
162406,woman director
162442,woman director
100042,"friendship, sequel, road movie, buddy comedy"
128606,"fort, scout"
103528,"religion, church, catholic, elvis presley, woman director"
79475,
166627,
157045,
56152,"rocky mountains, mormon, hardship, salt lake valley, brigham young"
158439,"luck, sweepstakes"
7267,"netherlands, kidnapping, delinquent, escape from prison, sexual violence"
140818,"treasure, viking, ancient history, clue, norse mythology, vikings"
36683,"london england, bangkok, cult, osaka japan, tokyo japan, based on manga, anime"
159153,"suicide, depression, woman director, bipolar, ernest hemingway, bipolar disorder"
136459,
98404,"ship, torpedo, welder, destroyer, ship launch, uso"
151679,counter-culture
142507,"alcohol, obsession, maze, despair, delusion, drug, psychological drama, imagined entrapment, coping mechanisms"
155890,
159121,"drug dealer, marijuana, weed+, old woman"
105001,"martial arts, time travel, impersonating a police officer, police uniform stolen"
33838,
141868,"beach house, adrift"
148430,
80787,"suicide, world war ii, genius, homosexuality, cryptologist"
117678,
78646,"lesbian relationship, homosexuality, woman director"
139715,"high school, independent film, zombie, extreme violence"
68337,"hospital, doctor"
68242,"student of medicine, student"
109441,navy
140814,
63273,
81182,christmas
6110,"repayment, orient express, revenge, murder, train, murder hunt"
146946,missing child
163068,
99922,"airship, disaster, dirigible"
93114,
150338,"falsely accused, murder, on the run, death, police captain"
169860,
100257,
69784,"pirate, caribbean, pirate captain, pirate ship, female pirate"
27884,
68339,
27261,
171075,
67869,sport
84154,stand-up comedy
146916,
173805,"prison, rape, based on play or musical"
82469,"robbery, thailand, taekwondo"
52009,"usa, submarine, norway, cold war, soviet union, wreck a movie, island camp, vtol, ninja training"
123107,
68590,"martial arts, revenge"
2139,"casino, kung fu, heroin, blaxploitation, hong kong"
171357,
63194,world war i
100270,
78247,"descendant, marquis de sade"
4683,"interview, sociology, love affair, criminal"
3541,"italy, rape"
106970,"female nudity, showdown, chase, judo, stunts, police, cop, murder, fugitive, undercover cop, motorcycle, violence, combat, car, motorcycle chase"
105906,
93142,"giallo, memory loss"
102949,"bank, stagecoach, train robbery, tripping and falling, gun smuggling, ransom note, bullet hole, rich daughter"
98273,"gangster, armored car robbery, revenge plot"
67314,"forest, woods"
42710,"psychiatrist, sorority house, homicidal maniac"
74681,
47491,
72153,"witch, exploitation, sorcery, witchcraft, occult, erotic 70s"
137347,bank robbery
172391,"3d, khumba"
34505,"comedian, stand-up comedy, cult comedy, observational comedy, live comedy, dark comedy"
26366,"comedian, stand-up comedy, comedy"
2699,"shipwreck, ship, titanic, ocean liner, disaster"
148176,
128679,"experimental film, woman director"
52913,"italy, milan, nico giraldi"
165159,
53342,
132936,
142119,
175555,christmas
145162,polio victim
129062,spaghetti western
141058,"monk, viking"
26540,"holiday, cartoon, kids"
81393,
62836,
145186,
131944,"sister sister relationship, family relationships, wedding"
168408,
82676, fishbone
149600,
149170,"paris, infidelity"
91261,
55553,
78093,
159211,
99946,"femme fatale, backstage, unrequited love, train, on the road, silent film, stage performance, stage play, stage manager, actress, understudy, traveling show, theater audience"
25797,"based on novel, cat, dutch, mayor, transformation, anthropomorphism, reporter, rooftop, turns into animal"
121342,"italy, prostitute, sex, jealousy, judge, factory, nudity, pollution"
27905,sea monster
70984,"killer robot, sequel, robot, holiday horror, toy comes to life, christmas"
96921,"gun, rage, madness, school bus"
137614,
92321,"supernatural, slice of life, based on manga, spirit, folklore, japanese mythology, anime"
126927,"witchcraft, swinging 60s"
130064,
84100,"hawaii, musical, army, west point, newspaper article, stage play, wedding announcement"
116977,"supermarket, fight, product placement, computer animation, food"
43635,woman director
149854,
106136,
152986,"gambling, cheating, marriage proposal, marriage, wedding"
142012,"corruption, investigation, police"
105404,
26728,garfield
159638,"horror spoof, demon, ghost, found footage"
128946,henpecked husband
73027,"bridge, brit noir"
33709,"musical, french, drunkenness"
130452,musical
69878,"war veteran, summer"
127150,
148777,"fashion, fashion magazine"
121727,
147903,"railroad, posse"
144610,"martial arts, kung fu, police, mafia, triad"
73198,
26700,
27317,"comedian, stand-up comedy, comedy"
126432,"forbidden love, funeral, widow, car accident, pregnancy, death of husband, demotion, breach of promise, abortion"
3057,"monster, frankenstein"
8767,"gorilla, spaghetti, supermarket, stuntman, animal"
774,"factory worker, factory, lyon, closing time, film history, historical, short"
163250,
59040,
60014,
56551,
58081,
93855,
51939,
31270,"nudity, castle, widow, spying, cult comedy, secret service"
64926,"newspaper, trial, surgery, für elise, telephone operator"
78358,"mentor, music, countess, flashback"
4226,"parody, murder, student, slasher, scream, university"
125509,
151044,"biography, woman director"
5139,"human animal relationship, fox, season, forest, brown bear, little girl"
70008,
174645,
65762,"marriage, relationship, swinging, marital separation, drying up, bad advice, cucumber"
115531,
56624,
92968,
3483,"poison, central and south america, sklavinnen, peru"
46967,
32836,
68659,"afghanistan, buzkashi"
109161,"new york, detective, inventor, con man"
111443,
4344,"sense of life, thailand, backpacker, goa, travel, independent film, relationship, woman director"
3539,"cologne, pregnant minor, ambulance man"
80472,
48193,"sorcery, sequel, sword and sorcery"
168320,coming of age
158013,
67298,"composer, richard wagner"
112481,"snake, animal attack"
151509,
137654,
104606,"martial arts, con man, contacting spirits"
90949,"runaway, nudity, cage, teenager, violence"
102517,
125229,
73290,
108789,spaghetti western
171363,"hitman, murder, prostitute mother"
52448,"witch, 1970s, magic, halloween, costume, children, witchcraft, color, televison"
142897,"baseball, biography, sport"
97024,"romance, pre-code, depression era"
100540,
55190,woman director
37462,ruthlessness
79327,
133716,
146449,"scandal, uncle, aunt, inheritance"
126929,woman director
55872,tarzan
32582,"china, world war ii, code breaking, japanese occupation, espionage"
58309,"college, wanted"
40578,sea battle
42189,
3686,"horse, apache, karl may"
135260,
82326,"competition, muslim, egypt, koran, documentary, kids"
56599,
107999,"snake, drunkenness, kicked in the shin"
27858,"john f. kennedy, pt boat"
133365,"diary, anne frank, jewish, girl, nazi occupation"
63339,
57326,saber-toothed tiger
27771,"arctic, arctic circle"
70703,space opera
44966,woman director
7085,"buffalo, renegade, apache, winnetou, old shatterhand, karl may"
32139,"sport, soccer, dog"
58718,
85609,"rape, medium, remake, based on play or musical, preacher, bandit"
47962,kalahari
42783,"army, smoky mountains"
70877,
86059,"hotel, haiti"
26266,"spy, child prodigy, primate"
70587,"dog, buddies"
142308,
71376,"obsession, medical student"
173793,"martial arts, revenge"
26042,"letter, mirror, warlock"
113209,futuristic
89872,woman director
102078,
153228,"female gunfighter, street shootout"
5201,"cruise, ship, tiger"
84312,woman director
4529,"german-german border, renegade, illegal border crossing"
44663,
90376,"ambition, wife, revenge, jail, escape, boyfriend"
4968,"money laundering, hitman, mission of murder, bodyguard, relationship, piano"
79521,"miracle, loneliness, star crossed lovers"
49050,"cyborg, low-budget, revenge, alien, undertaker, cowboy"
26316,"world war ii, mosquito, squadron"
27376,"beach, surfing, bodybuilding, beach movie, beach party"
107096,
44773,
26538,holiday
69792,
32387,"new love, kidnapping, thief, revenge, death, drug deal, florida everglades, new life"
76864,multiple storylines
87514,"based on novel, vietnam, airplane, hijacking, suspense, airplane hijacking, disaster, hijack, disaster film"
3582,"exam, doctor, wedding, millionaire"
48374,piranha
45662,
53953,"gore, slasher, single mother, tooth fairy, woodchipper"
99861,"marvel comic, sequel, superhero, based on comic, vision, superhero team, duringcreditsstinger, marvel cinematic universe, 3d"
141052,"dc comics, based on comic, super powers, dc extended universe"
102899,"marvel comic, superhero, based on comic, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe, 3d"
77680,"prison, brother brother relationship, robbery, museum, cop, art gallery, jewel heist, jewel thief"
144676,"cia, space station"
26631,"psychic power, independent film"
26801,prison
2648,
156141,
1163,"blindness and impaired vision, education, woman director"
72032,revolver
128598,
93892,"gas chamber, minister"
25735,"b movie, film noir"
27738,"cold war, shipwreck, arcade, man hunt, shopping montage, go-kart"
97732,
80596,
87115,"russia, countess, rescue, siberia"
173893,
121354,"based on novel, behind the scenes, reporter, whitewashing"
32560,"apache, rifle, mission, mexican, bar shootout"
150004,
86382,
5147,"red hair, monster, time hole, alien life-form, shark, sea monster, hammer horror, seaweed"
146926,"cyborg, martial arts, cage fighting"
76829,
81396,"assumed identity, racketeer, heir to fortune, sham marriage, unethical business, chiseler, competing businesses"
1849,"assassination, reference to mahatma gandhi, indian history"
1260,
158870,
47902,independent film
165569,
30861,
52784,"childlessness, rural setting, childless couple, trying to get pregnant"
121003,"yacht, millionaire, chorus girl, gold digger"
49060,"munich, umbrella, jewelry store, eiffel tower paris"
72094,
72483,"gay, baby, genetics, abortion, acceptance"
113582,spy
96131,"hippie, recruit, drill instructor, individuality"
108012,
101289,
162928,"marriage, divorce, snobbery"
98507,"insane asylum, shock treatment"
133241,
55603,"mine, charlie chan"
128229,
154073,"horse, airplane"
97910,"tomato, hitchhiker, framed for murder"
68976,"lawyer, film noir"
27840,
149043,
118446,"brother brother relationship, american civil war"
166221,"tattoo, ransom, fbi, boyfriend girlfriend relationship"
169832,
127040,"lie, musical, hollywood, automobile accident"
4930,"france, right wing radicalism, american abroad"
59527,
69495,
27544,con man
129009,"french riviera, poor, naive girl"
48407,brit noir
69803,
129415,stand-up comedy
134415,boy and dog
